DB030,DB040,pobreza_energetica,renta_equiv_euros,HY020,quintil_renta,tiene_mayor65,n_miembros,HH010,HH021,HH030,HS120,HD080
19570,ES30,0,19722.31,39444.62,3,TRUE,3,4,1,5,4,3
19572,ES30,0,11655.466666666667,17483.2,1,TRUE,2,4,1,5,5,1
19573,ES30,0,8459.55,15227.19,1,FALSE,3,4,2,4,4,1
19575,ES30,1,7494.1,14988.2,1,FALSE,3,1,5,5,3,3
19576,ES30,1,6097.647826086957,14024.59,1,FALSE,4,4,3,3,1,2
19577,ES30,0,14670.1,14670.1,2,TRUE,1,4,1,4,3,1
19578,ES30,0,32167.62,32167.62,4,TRUE,1,4,1,4,5,1
19579,ES30,0,1726.65,1726.65,1,FALSE,1,1,2,3,3,1
19581,ES30,0,12080.904761904761,25369.9,2,FALSE,4,4,3,3,2,2
19582,ES30,1,7525.733333333334,11288.6,1,TRUE,2,3,3,4,2,2
19584,ES30,0,22753.066666666666,34129.6,3,FALSE,2,3,1,3,3,3
19585,ES30,1,22851.4,22851.4,3,TRUE,1,4,1,3,2,2
19586,ES30,0,6874.133333333334,10311.2,1,FALSE,2,3,3,3,5,1
19587,ES30,1,976.2222222222222,1757.2,1,FALSE,3,4,3,4,1,2
19588,ES30,0,11107.46,11107.46,1,FALSE,1,4,1,5,5,1
19593,ES30,0,39304.28,58956.42,5,TRUE,2,4,1,3,5,1
19594,ES30,0,9836.333333333334,23607.2,1,FALSE,5,3,2,3,2,1
19596,ES30,0,21435.489655172412,62162.92,3,TRUE,6,4,2,5,4,1
19599,ES30,NA,15035.24,37588.1,NA,TRUE,4,4,1,3,3,3
19600,ES30,1,8964,8964,1,TRUE,1,4,1,5,1,2
19603,ES30,1,3263.047619047619,6852.4,1,FALSE,4,4,3,2,2,2
19604,ES30,0,8491.285714285714,17831.7,1,FALSE,4,4,5,5,5,1
19606,ES30,0,18218.8,18218.8,3,FALSE,1,4,5,5,3,2
19608,ES30,0,11829.033333333333,17743.55,2,FALSE,2,4,1,5,3,1
19611,ES30,0,10854.066666666668,16281.1,1,FALSE,2,1,1,3,2,2
19612,ES30,0,2418.717857142857,6772.41,1,TRUE,5,4,3,4,3,3
19615,ES30,NA,18813.866666666665,28220.8,NA,TRUE,2,4,1,2,4,3
19616,ES30,NA,16136.777777777777,29046.2,NA,FALSE,3,3,3,3,3,3
19618,ES30,1,9157.59,18315.18,1,FALSE,3,4,3,3,1,2
19619,ES30,0,15845.7,15845.7,2,FALSE,1,4,3,3,3,1
19620,ES30,1,13672.332352941177,46485.93,2,FALSE,7,4,3,6,1,3
19623,ES30,0,23568.3,23568.3,3,FALSE,1,4,2,3,3,3
19624,ES30,1,9684.48,14526.72,1,FALSE,2,4,4,4,2,2
19625,ES30,0,3541.9733333333334,5312.96,1,FALSE,2,3,3,4,3,2
19626,ES30,1,5157.7,10315.4,1,FALSE,3,4,4,3,2,2
19627,ES30,0,17100.88666666667,25651.33,2,FALSE,2,4,3,4,3,2
19630,ES30,0,13364.665,26729.33,2,TRUE,3,4,1,4,3,1
19632,ES30,0,4362.833333333333,7853.1,1,FALSE,3,3,3,4,5,1
19633,ES30,0,20580.266666666666,30870.4,3,FALSE,2,3,2,5,2,2
19634,ES30,1,19054.079999999998,47635.2,3,FALSE,4,4,2,3,3,2
19635,ES30,0,8239.133333333333,12358.7,1,FALSE,2,4,1,6,4,1
19636,ES30,NA,12680.933333333334,19021.4,NA,FALSE,2,3,3,4,3,3
19637,ES30,1,16532.28,41330.7,2,FALSE,4,4,1,6,2,1
19640,ES30,0,18233.65,36467.3,3,FALSE,3,3,1,3,4,1
19641,ES30,NA,9912.046666666667,14868.07,NA,FALSE,2,4,3,5,5,3
19642,ES30,0,32507.1,32507.1,4,FALSE,1,3,2,4,3,2
19643,ES30,1,8688.169565217393,19982.79,1,FALSE,4,3,1,5,1,1
19645,ES30,1,15259.613333333333,22889.42,2,TRUE,2,3,1,4,3,2
19646,ES30,1,10174.3,20348.6,1,TRUE,3,4,2,4,3,2
19647,ES30,0,20565.066666666666,30847.6,3,TRUE,2,3,1,4,4,2
19651,ES30,0,18836.952380952378,39557.6,3,FALSE,4,4,2,4,5,1
19652,ES30,0,40961,81922,5,FALSE,3,3,1,5,5,1
19654,ES30,1,25156.721428571433,70438.82,4,FALSE,5,4,1,6,4,1
19656,ES30,1,13492.869565217392,31033.6,2,FALSE,4,4,1,4,4,2
19657,ES30,0,14489.220000000001,21733.83,2,FALSE,2,4,2,5,1,2
19658,ES30,NA,24835.853333333333,37253.78,NA,TRUE,2,4,1,6,3,1
19659,ES30,0,54181.5,108363,5,FALSE,3,4,1,5,5,1
19660,ES30,0,20939.533333333333,31409.3,3,FALSE,2,4,1,4,6,1
19661,ES30,0,24164.136,60410.34,4,FALSE,4,4,2,5,5,1
19662,ES30,0,26524.208000000002,66310.52,4,FALSE,4,4,1,4,4,3
19663,ES30,1,23327,34990.5,3,FALSE,2,4,3,4,2,2
19666,ES30,0,41683.6,62525.4,5,FALSE,2,4,2,4,4,1
19670,ES30,0,107129.59999999999,160694.4,5,FALSE,2,4,2,6,6,1
19672,ES30,0,34188.191999999995,85470.48,5,TRUE,4,4,2,6,5,1
19673,ES30,0,17636.32,44090.8,3,FALSE,4,3,1,5,5,1
19674,ES30,0,17633.38095238095,37030.1,3,FALSE,4,4,5,5,3,1
19675,ES30,0,58155.42857142858,162835.2,5,FALSE,5,4,2,6,4,1
19679,ES30,0,16769.75,33539.5,2,FALSE,3,4,1,7,5,1
19680,ES30,0,38228.42857142857,133799.5,5,FALSE,6,4,2,4,3,2
19682,ES30,0,13377.4,13377.4,2,TRUE,1,3,1,5,2,1
19683,ES30,0,26927.452,67318.63,4,FALSE,4,4,2,5,2,1
19684,ES30,0,38866.4,58299.6,5,TRUE,2,4,1,6,4,1
19685,ES30,0,52190.666666666664,78286,5,TRUE,2,4,1,6,5,1
19686,ES30,0,18056.6,36113.2,3,TRUE,3,4,1,6,2,3
19687,ES30,0,38841.28571428571,81566.7,5,FALSE,4,4,2,6,3,1
19690,ES30,0,16966.920000000002,42417.3,2,TRUE,4,4,2,5,5,1
19691,ES30,1,0,0,1,FALSE,4,3,2,4,1,2
19694,ES30,0,10419.555555555557,18755.2,1,FALSE,3,4,5,8,1,2
19695,ES30,0,5566.5,5566.5,1,TRUE,1,4,4,5,1,2
19696,ES30,0,9232.8,9232.8,1,TRUE,1,4,1,5,2,2
19697,ES30,NA,9552.9,9552.9,NA,TRUE,1,3,1,NA,3,2
19698,ES30,1,14452.357142857143,40466.6,2,TRUE,5,4,1,5,3,1
19701,ES30,0,23130,23130,3,TRUE,1,4,1,6,5,1
19702,ES30,0,20810.239999999998,52025.6,3,TRUE,4,4,1,5,3,1
19703,ES30,NA,75124.15333333334,112686.23,NA,TRUE,2,4,1,6,4,1
19704,ES30,1,20420.65,40841.3,3,TRUE,3,3,3,4,4,1
19705,ES30,0,20625.600000000002,30938.4,3,FALSE,2,4,1,6,3,3
19706,ES30,0,14469.9,14469.9,2,FALSE,1,4,2,5,2,3
19707,ES30,0,19784.28,49460.7,3,FALSE,4,4,1,6,4,1
19708,ES30,0,25017.32,62543.3,4,FALSE,4,4,1,5,5,1
19709,ES30,0,26248.079999999998,65620.2,4,FALSE,4,4,1,7,5,1
19710,ES30,0,21686.9,21686.9,3,FALSE,1,4,4,5,3,3
19711,ES30,0,19735.25,55258.7,3,FALSE,5,3,2,1,4,1
19712,ES30,0,7846.166666666667,14123.1,1,FALSE,3,4,2,5,4,1
19713,ES30,NA,16420.3,16420.3,NA,FALSE,1,4,3,1,2,3
19716,ES30,0,21658.905555555553,38986.03,3,FALSE,3,4,3,4,4,1
19717,ES30,NA,12947.133333333333,19420.7,NA,FALSE,2,4,3,4,1,2
19718,ES30,0,27331.28571428571,57395.7,4,FALSE,4,4,2,3,5,1
19719,ES30,1,33831.94666666666,50747.92,5,TRUE,2,3,1,4,3,2
19720,ES30,0,34603,62285.4,5,FALSE,3,4,2,5,6,1
19721,ES30,NA,43052.3,43052.3,NA,TRUE,1,4,1,3,4,1
19722,ES30,NA,16312.2,16312.2,NA,TRUE,1,4,1,3,5,1
19723,ES30,0,14249.6,21374.4,2,TRUE,2,4,1,4,6,1
19724,ES30,0,28590.600000000002,42885.9,4,TRUE,2,4,1,5,4,2
19725,ES30,0,13498.133333333333,20247.2,2,TRUE,2,2,1,5,4,3
19726,ES30,0,35709.65,71419.3,5,TRUE,3,3,2,5,3,3
19727,ES30,0,18138.733333333334,27208.1,3,FALSE,2,3,1,4,3,2
19728,ES30,0,32645.69565217392,75085.1,4,FALSE,4,2,2,6,5,1
19729,ES30,0,21602.533333333333,32403.8,3,TRUE,2,2,1,4,4,1
19732,ES30,0,33124.200000000004,49686.3,5,TRUE,2,3,1,6,4,1
19733,ES30,0,6869.893548387096,21296.67,1,FALSE,6,4,2,8,5,1
19735,ES30,0,13838.913043478262,31829.5,2,FALSE,4,2,2,7,1,1
19736,ES30,0,26193.055555555555,47147.5,4,FALSE,3,2,2,5,5,1
19737,ES30,0,49603.57,99207.14,5,FALSE,3,1,5,10,4,1
19738,ES30,0,17489.285714285714,36727.5,3,FALSE,4,3,2,4,5,1
19739,ES30,1,9531.15,19062.3,1,FALSE,3,2,1,5,5,1
19743,ES30,1,7325.533333333333,10988.3,1,FALSE,2,4,3,3,1,2
19744,ES30,0,12905.285714285714,27101.1,2,FALSE,4,4,2,4,3,1
19745,ES30,1,18605.6,18605.6,3,TRUE,1,2,1,6,5,1
19746,ES30,0,19753.879999999997,49384.7,3,FALSE,4,2,2,6,6,1
19747,ES30,0,22910.86666666667,34366.3,3,FALSE,2,4,2,4,4,1
19748,ES30,0,38902.27777777778,70024.1,5,FALSE,3,4,2,5,5,1
19749,ES30,0,49223.7,49223.7,5,FALSE,1,4,1,6,5,1
19750,ES30,0,19562.45,39124.9,3,FALSE,3,4,1,5,4,1
19751,ES30,1,17599.8,26399.7,3,TRUE,2,4,1,5,2,2
19752,ES30,1,11198.93,22397.86,1,FALSE,3,4,3,6,3,2
19754,ES30,1,17382.190476190473,36502.6,3,FALSE,4,4,1,5,3,2
19756,ES30,0,22734.428571428572,47742.3,3,FALSE,4,4,1,7,4,1
19757,ES30,0,23387.600000000002,35081.4,3,TRUE,2,4,1,6,6,1
19758,ES30,0,37629.13333333333,56443.7,5,FALSE,2,4,3,5,4,3
19759,ES30,0,16926.75,33853.5,2,FALSE,3,4,1,4,3,1
19760,ES30,1,9254.988000000001,23137.47,1,FALSE,4,4,2,6,3,2
19762,ES30,1,16980.933333333334,25471.4,2,TRUE,2,4,1,3,2,2
19763,ES30,0,14870.146666666667,22305.22,2,TRUE,2,4,1,5,3,2
19764,ES30,0,22736.533333333336,34104.8,3,TRUE,2,4,1,5,4,1
19765,ES30,0,27892.2,83676.6,4,TRUE,5,3,1,4,5,1
19767,ES30,1,15607.45,31214.9,2,FALSE,3,4,3,4,3,2
19768,ES30,0,333.9,333.9,1,TRUE,1,4,1,5,4,2
19770,ES30,0,30877.42857142857,64842.6,4,FALSE,4,4,2,6,6,1
19771,ES30,0,35877.46666666667,53816.2,5,TRUE,2,4,1,5,5,1
19772,ES30,0,20244.2,30366.3,3,TRUE,2,4,1,5,5,1
19773,ES30,0,32843.380952380954,68971.1,5,FALSE,4,2,2,10,3,2
19774,ES30,0,28733.15,57466.3,4,FALSE,3,2,2,5,2,1
19775,ES30,1,2899.814814814815,7829.5,1,FALSE,6,1,5,3,1,2
19776,ES30,0,18233.608695652176,41937.3,3,FALSE,4,2,2,6,4,1
19779,ES30,NA,23947.239999999998,59868.1,NA,FALSE,4,2,2,6,4,1
19782,ES30,0,8470.48,21176.2,1,FALSE,4,2,2,9,5,1
19783,ES30,1,7951.905,15903.81,1,TRUE,3,2,1,6,3,1
19784,ES30,0,11379.199999999999,17068.8,1,FALSE,2,1,1,4,4,3
19785,ES30,NA,9068.07142857143,25390.6,NA,FALSE,5,4,1,5,2,2
19786,ES30,1,13600.333333333334,20400.5,2,FALSE,2,4,2,5,2,2
19787,ES30,0,12764.613333333333,19146.92,2,TRUE,2,4,1,5,3,3
19788,ES30,1,6042.533333333333,9063.8,1,FALSE,2,4,1,5,3,1
19790,ES30,1,9995.925,19991.85,1,FALSE,3,4,2,5,3,2
19791,ES30,0,15618.55,31237.1,2,FALSE,3,4,2,5,5,1
19792,ES30,0,11380.75,22761.5,1,FALSE,3,4,2,5,2,2
19793,ES30,NA,25680.5,25680.5,NA,FALSE,1,4,2,4,4,3
19796,ES30,0,13307.913043478262,30608.2,2,FALSE,4,4,1,6,3,1
19797,ES30,0,37240.38,55860.57,5,FALSE,2,2,1,5,5,1
19798,ES30,0,42481.39130434783,97707.2,5,FALSE,4,2,1,7,5,1
19799,ES30,0,23498.07,23498.07,3,TRUE,1,2,2,7,6,1
19800,ES30,0,12174.6,24349.2,2,FALSE,3,4,2,4,1,2
19802,ES30,0,22398.35,44796.7,3,FALSE,3,4,1,5,4,1
19803,ES30,0,44815.9,89631.8,5,FALSE,3,2,2,8,5,1
19804,ES30,0,33811.53333333333,50717.3,5,FALSE,2,2,2,5,5,1
19806,ES30,0,14729.76,36824.4,2,FALSE,4,4,2,6,3,1
19807,ES30,0,4582,9164,1,FALSE,3,4,2,5,1,1
19809,ES30,0,22937.733333333334,34406.6,3,FALSE,2,4,3,4,4,3
19812,ES30,0,16306.133333333333,24459.2,2,TRUE,2,4,3,2,4,1
19815,ES30,NA,15968.655555555557,28743.58,NA,FALSE,3,4,3,4,4,2
19816,ES30,0,38374.6,57561.9,5,FALSE,2,3,1,4,3,1
19817,ES30,0,26103.76,39155.64,4,TRUE,2,3,1,5,4,3
19820,ES30,0,4434.733333333334,6652.1,1,TRUE,2,4,1,6,6,1
19821,ES30,0,7374.2,11061.3,1,FALSE,2,4,3,4,3,2
19823,ES30,0,23756.333333333332,35634.5,4,TRUE,2,2,2,3,3,1
19824,ES30,0,27013.15,54026.3,4,FALSE,3,4,1,6,6,1
19827,ES30,0,14525.279999999999,36313.2,2,FALSE,4,4,1,6,3,3
19828,ES30,1,11754.333333333334,17631.5,2,FALSE,2,4,1,4,2,2
19831,ES30,0,14288.024,35720.06,2,FALSE,4,4,2,5,3,2
19832,ES30,0,17624.652173913044,40536.7,3,FALSE,4,4,2,5,3,1
19833,ES30,0,17905.222222222223,32229.4,3,FALSE,3,4,2,3,4,2
19835,ES30,0,7665.533333333333,11498.3,1,TRUE,2,4,1,5,5,1
19836,ES30,0,13435.199999999999,28213.92,2,FALSE,4,4,2,5,4,1
19837,ES30,NA,15656.1,15656.1,NA,TRUE,1,4,1,3,3,1
19838,ES30,1,10369.4,10369.4,1,FALSE,1,4,2,6,1,2
19840,ES30,0,14518.533333333333,21777.8,2,TRUE,2,4,1,5,5,1
19841,ES30,NA,53651.22,53651.22,NA,FALSE,1,4,1,3,4,1
19843,ES30,NA,21316.333333333332,31974.5,NA,FALSE,2,4,2,2,4,1
19844,ES30,1,18598.16,37196.32,3,TRUE,3,4,1,5,4,1
19847,ES30,1,27124.933333333334,40687.4,4,TRUE,2,3,4,5,2,2
19848,ES30,0,31316.615384615383,40711.6,4,FALSE,2,3,3,5,4,1
19849,ES30,0,21155.066666666666,31732.6,3,FALSE,2,2,1,2,3,2
19850,ES30,0,32994.46666666667,49491.7,5,TRUE,2,2,1,6,4,1
19851,ES30,0,14446.666666666666,26004,2,FALSE,3,3,4,5,4,1
19852,ES30,1,5222.999999999999,8356.8,1,FALSE,3,4,4,6,2,2
19853,ES30,NA,24459.2,24459.2,NA,TRUE,1,2,1,5,4,3
19854,ES30,0,12630.5,12630.5,2,TRUE,1,3,1,5,3,1
19855,ES30,0,22216.933333333334,33325.4,3,TRUE,2,2,1,7,5,1
19856,ES30,NA,8064.8533333333335,12097.28,NA,FALSE,2,1,3,6,2,2
19857,ES30,0,17244.04761904762,36212.5,3,FALSE,4,4,1,6,3,1
19858,ES30,1,11920.7,23841.4,2,TRUE,3,2,2,6,1,2
19859,ES30,0,14581.5,30621.15,2,FALSE,4,4,2,6,5,2
19860,ES30,1,9036.97,9036.97,1,TRUE,1,1,1,4,1,2
19861,ES30,0,27742.6,69356.5,4,FALSE,4,2,1,8,6,1
19862,ES30,0,30668.833333333332,55203.9,4,FALSE,3,4,2,9,4,1
19863,ES30,0,9211.8,19344.78,1,FALSE,4,2,2,6,3,3
19864,ES30,0,26829.65,53659.3,4,FALSE,3,3,2,5,6,1
19866,ES30,0,3892.933333333333,5839.4,1,FALSE,2,4,1,4,4,2
19867,ES30,0,29300.313333333335,43950.47,4,FALSE,2,2,1,5,3,3
19869,ES30,0,43670.333333333336,65505.5,5,FALSE,2,4,1,7,3,1
19872,ES30,0,24782.64,61956.6,4,FALSE,4,2,2,7,5,1
19873,ES30,1,9328.777777777777,16791.8,1,FALSE,3,3,3,2,2,1
19874,ES30,0,23298.21739130435,53585.9,3,FALSE,4,2,2,7,4,1
19875,ES30,0,24205.861904761903,50832.31,4,FALSE,4,2,3,7,4,1
19878,ES30,0,21306.96,53267.4,3,FALSE,4,2,2,7,4,1
19880,ES30,0,16560.27,16560.27,2,FALSE,1,3,3,2,5,2
19881,ES30,0,13040.11739130435,29992.27,2,FALSE,4,1,1,7,4,1
19883,ES30,0,12192.380952380952,25604,2,FALSE,4,3,3,3,4,1
19884,ES30,NA,13254.980000000001,19882.47,NA,TRUE,2,1,1,1,3,1
19885,ES30,1,17976.714285714283,37751.1,3,FALSE,4,1,1,2,3,2
19886,ES30,0,17430.7,17430.7,3,FALSE,1,1,1,5,5,1
19887,ES30,0,10096.446666666667,15144.67,1,TRUE,2,1,1,5,4,1
19889,ES30,1,6534.76,16336.9,1,FALSE,4,2,2,6,3,1
19890,ES30,NA,12400.8,12400.8,NA,FALSE,1,2,3,5,3,3
19891,ES30,1,16716.5,33433,2,FALSE,3,2,1,7,2,2
19892,ES30,0,8395.142857142857,17629.8,1,FALSE,4,2,5,4,3,1
19893,ES30,0,32525.4,65050.8,4,TRUE,3,4,3,4,4,1
19894,ES30,0,29554.705555555556,53198.47,4,FALSE,3,4,3,3,6,1
19895,ES30,NA,4335.19,4335.19,NA,FALSE,1,4,2,4,6,3
19898,ES30,0,22094.23076923077,28722.5,3,FALSE,2,4,2,5,4,1
19900,ES30,0,1952.66,1952.66,1,FALSE,1,4,3,2,2,3
19901,ES30,0,53789.159999999996,134472.9,5,FALSE,4,4,2,5,5,1
19902,ES30,0,61073.666666666664,128254.7,5,FALSE,4,4,2,4,5,1
19903,ES30,0,6886.866666666666,10330.3,1,FALSE,2,4,1,3,5,1
19904,ES30,1,20326.72,50816.8,3,FALSE,4,4,2,5,2,3
19905,ES30,0,34346.65,68693.3,5,FALSE,3,4,3,5,3,1
19907,ES30,0,42763.53333333333,64145.3,5,FALSE,2,4,1,6,5,1
19908,ES30,1,1250.8,1250.8,1,FALSE,1,4,2,2,3,2
19909,ES30,0,48947.5,117474,5,FALSE,5,4,3,6,6,1
19910,ES30,0,14010.8,29422.68,2,FALSE,4,4,2,7,3,1
19911,ES30,0,45081.555555555555,81146.8,5,FALSE,3,4,1,5,5,1
19912,ES30,0,37065.428571428565,77837.4,5,FALSE,4,4,2,5,6,1
19913,ES30,0,7192.733333333334,10789.1,1,FALSE,2,4,1,4,5,1
19915,ES30,0,21522.874999999996,34436.6,3,FALSE,3,4,3,5,5,1
19916,ES30,0,49820.86666666667,74731.3,5,FALSE,2,4,3,2,6,1
19917,ES30,0,84623.40000000001,126935.1,5,TRUE,2,4,1,5,5,1
19918,ES30,0,48861.892857142855,136813.3,5,FALSE,5,4,1,6,4,1
19920,ES30,1,16448.2,16448.2,2,TRUE,1,3,1,4,3,2
19922,ES30,0,19095.9,19095.9,3,FALSE,1,4,5,4,4,1
19923,ES30,0,23816.1,47632.2,4,TRUE,3,4,1,3,3,1
19924,ES30,0,27737.83,27737.83,4,TRUE,1,4,1,1,5,3
19925,ES30,NA,21457.97,21457.97,NA,TRUE,1,1,1,3,5,1
19926,ES30,0,64814.53333333333,97221.8,5,FALSE,2,4,2,3,6,3
19927,ES30,0,67441.1,67441.1,5,FALSE,1,4,1,4,3,1
19928,ES30,NA,27025.55,64861.32,NA,FALSE,5,4,2,5,3,1
19929,ES30,0,45196.8,90393.6,5,TRUE,3,4,1,5,6,1
19930,ES30,0,28094.4,28094.4,4,FALSE,1,4,1,7,4,1
19931,ES30,0,24523.47619047619,51499.3,4,FALSE,4,4,2,6,5,1
19932,ES30,0,18827.7,18827.7,3,FALSE,1,4,1,6,6,1
19934,ES30,0,58560.6,87840.9,5,FALSE,2,4,1,2,3,3
19936,ES30,0,32314.88888888889,58166.8,4,FALSE,3,4,3,4,5,1
19938,ES30,0,33608.28571428571,70577.4,5,FALSE,4,4,2,6,6,1
19940,ES30,0,32367.74,32367.74,4,FALSE,1,4,3,2,4,1
19941,ES30,0,52638.799999999996,78958.2,5,TRUE,2,4,2,6,5,1
19942,ES30,NA,19602.946666666667,29404.42,NA,TRUE,2,4,1,5,5,1
19943,ES30,0,22914.733333333334,34372.1,3,TRUE,2,4,1,6,5,1
19944,ES30,0,16760.86,25141.29,2,TRUE,2,4,1,6,5,1
19945,ES30,0,22086.285714285714,46381.2,3,FALSE,4,4,1,3,4,1
19946,ES30,0,28447.13333333333,42670.7,4,TRUE,2,4,1,5,6,1
19947,ES30,0,37177.3,37177.3,5,FALSE,1,4,3,3,6,1
19948,ES30,0,31086.266666666666,46629.4,4,FALSE,2,4,1,5,6,1
19950,ES30,0,33238.166666666664,59828.7,5,FALSE,3,4,2,6,4,1
19951,ES30,0,55243.82,55243.82,5,TRUE,1,4,1,5,5,1
19952,ES30,0,18418.055555555555,33152.5,3,FALSE,3,4,1,4,5,1
19953,ES30,NA,16931,16931,NA,FALSE,1,4,3,2,3,3
19956,ES30,0,14169.5,14169.5,2,TRUE,1,4,3,4,5,1
19958,ES30,0,19581,29371.5,3,TRUE,2,3,4,4,3,3
19959,ES30,0,44976.06666666667,67464.1,5,FALSE,2,4,2,4,5,1
19960,ES30,0,8471.946666666667,12707.92,1,TRUE,2,4,1,4,4,3
19961,ES30,1,19861.5,39723,3,TRUE,3,4,1,2,1,2
19964,ES30,0,21739.3,21739.3,3,TRUE,1,4,1,4,4,1
19965,ES30,0,7624.1,7624.1,1,FALSE,1,4,3,4,3,3
19967,ES30,0,18886.6,18886.6,3,TRUE,1,3,1,6,2,1
19968,ES30,0,31195.2,31195.2,4,TRUE,1,4,2,5,3,1
19970,ES30,0,37642.7,37642.7,5,FALSE,1,2,2,5,4,2
19971,ES30,0,37540.782608695656,86343.8,5,FALSE,4,2,2,5,5,1
19972,ES30,NA,9033.37,9033.37,NA,TRUE,1,1,1,5,3,2
19973,ES30,0,12282.8,30707,2,FALSE,4,3,1,3,3,2
19974,ES30,0,13647,31388.1,2,FALSE,4,4,2,5,3,1
19976,ES30,0,23813.1,23813.1,4,TRUE,1,4,1,5,5,1
19977,ES30,0,32301.72,80754.3,4,FALSE,4,4,2,6,6,1
19978,ES30,0,26823.32,67058.3,4,TRUE,4,4,4,5,3,1
19981,ES30,0,45282.6,67923.9,5,FALSE,2,4,1,4,5,1
19985,ES30,0,49202.26666666666,73803.4,5,TRUE,2,4,1,8,5,1
19986,ES30,0,8574.6,8574.6,1,TRUE,1,4,5,4,4,2
19988,ES30,0,39256.71,78513.42,5,TRUE,3,4,1,3,4,3
19990,ES30,0,15851.279999999999,39628.2,2,TRUE,4,3,2,4,3,2
19991,ES30,0,12926.3,12926.3,2,TRUE,1,3,1,5,3,1
19992,ES30,0,9082.775,14532.44,1,FALSE,3,3,5,5,2,1
19993,ES30,1,10372.172,25930.43,1,FALSE,4,3,3,3,4,3
19995,ES30,0,16937,16937,2,TRUE,1,3,1,4,5,1
19996,ES30,0,15297.893333333333,22946.84,2,TRUE,2,4,1,4,4,2
19998,ES30,0,17991.3,17991.3,3,TRUE,1,4,1,5,5,1
20003,ES30,0,35448.26666666667,53172.4,5,FALSE,2,3,3,5,5,1
20004,ES30,0,27159,40738.5,4,FALSE,2,3,3,4,4,1
20005,ES30,0,0,0,1,TRUE,1,4,1,4,5,3
20006,ES30,0,9826.28,9826.28,1,FALSE,1,3,3,5,4,3
20007,ES30,NA,9284.153846153846,12069.4,NA,FALSE,2,3,3,2,3,1
20010,ES30,0,36459.55,72919.1,5,TRUE,3,3,1,5,5,3
20011,ES30,0,31731.72,31731.72,4,FALSE,1,3,1,5,6,1
20012,ES30,1,7892.68,11839.02,1,TRUE,2,3,1,3,5,1
20014,ES30,0,9057.7,9057.7,1,FALSE,1,4,3,4,2,2
20016,ES30,1,17086.35,34172.7,2,TRUE,3,4,1,5,1,2
20017,ES30,1,23447.600000000002,35171.4,3,TRUE,2,4,1,5,2,2
20018,ES30,0,17864.64,44661.6,3,FALSE,4,4,2,6,4,1
20020,ES30,1,18790.356666666667,56371.07,3,FALSE,5,4,3,1,4,2
20023,ES30,0,15353.9,15353.9,2,FALSE,1,4,1,6,3,2
20025,ES30,0,24358.066666666666,36537.1,4,TRUE,2,1,1,6,4,2
20026,ES30,0,12120.589285714286,33937.65,2,FALSE,5,4,3,5,2,3
20027,ES30,0,23482.525,46965.05,3,TRUE,3,4,1,7,5,1
20028,ES30,0,11704.260869565218,26919.8,1,FALSE,4,4,3,5,2,1
20031,ES30,1,9419.524000000001,23548.81,1,TRUE,4,4,1,2,1,2
20032,ES30,NA,12731.046666666667,19096.57,NA,TRUE,2,4,1,6,4,3
20034,ES30,0,28104.359999999997,70260.9,4,FALSE,4,4,1,7,6,1
20035,ES30,0,27508.13333333333,41262.2,4,TRUE,2,4,1,6,4,1
20038,ES30,0,18938.600000000002,28407.9,3,FALSE,2,4,2,5,3,1
20041,ES30,NA,22383.399999999998,33575.1,NA,TRUE,2,4,2,5,4,1
20042,ES30,1,20164.466666666667,30246.7,3,FALSE,2,4,2,5,3,2
20043,ES30,0,23583.13333333333,35374.7,4,TRUE,2,4,1,6,5,1
20044,ES30,0,18117.15,36234.3,3,FALSE,3,4,2,5,4,1
20045,ES30,NA,19710.285,39420.57,NA,TRUE,3,1,1,4,4,2
20046,ES30,0,22272.600000000002,33408.9,3,TRUE,2,1,2,5,5,1
20047,ES30,1,37107.36,92768.4,5,FALSE,4,4,1,6,5,1
20048,ES30,0,20434.02,20434.02,3,TRUE,1,4,2,5,3,2
20049,ES30,1,16472.04,41180.1,2,FALSE,4,3,1,4,4,1
20050,ES30,0,21941.6,21941.6,3,FALSE,1,4,4,5,5,1
20051,ES30,0,22634.74666666667,33952.12,3,TRUE,2,4,2,6,4,1
20052,ES30,0,27587.559999999998,68968.9,4,FALSE,4,4,2,5,5,1
20053,ES30,1,20477.1,40954.2,3,FALSE,3,4,2,3,2,3
20054,ES30,1,10974.933333333334,16462.4,1,TRUE,2,3,3,4,3,1
20055,ES30,0,18639.714285714286,39143.4,3,FALSE,4,4,2,6,3,1
20056,ES30,NA,23408.333333333332,35112.5,NA,TRUE,2,3,1,3,5,1
20057,ES30,0,17374.2,26061.3,3,FALSE,2,4,2,4,3,2
20058,ES30,0,19344.933333333334,29017.4,3,FALSE,2,4,1,5,4,1
20059,ES30,1,17887.62,17887.62,3,TRUE,1,3,1,5,4,2
20060,ES30,0,5574.221739130435,12820.71,1,FALSE,4,3,5,4,3,3
20061,ES30,0,29911.11333333333,44866.67,4,TRUE,2,4,1,5,5,3
20062,ES30,0,9326.1,9326.1,1,TRUE,1,4,1,3,5,1
20063,ES30,0,21848.571428571428,45882,3,FALSE,4,2,2,4,4,1
20064,ES30,0,17066.8,17066.8,2,FALSE,1,4,3,4,3,2
20065,ES30,1,11130.833333333334,20035.5,1,FALSE,3,4,3,5,2,2
