DB030,DB040,pobreza_energetica,renta_equiv_euros,HY020,quintil_renta,tiene_mayor65,n_miembros,HH010,HH021,HH030,HS120,HD080
11260,ES30,0,37427.5,37427.5,5,FALSE,1,4,2,3,4,1
11261,ES30,0,23798.507999999998,59496.27,4,FALSE,4,4,3,5,5,1
11262,ES30,NA,14372.4,14372.4,NA,TRUE,1,3,3,4,3,1
11263,ES30,0,23788.8,35683.2,4,FALSE,2,4,1,4,4,1
11264,ES30,0,27288.26,27288.26,4,FALSE,1,3,3,1,5,1
11265,ES30,1,9616,14424,1,TRUE,2,4,2,4,4,1
11266,ES30,0,12598.5,12598.5,2,FALSE,1,4,1,5,3,1
11267,ES30,0,45828.13333333333,68742.2,5,FALSE,2,4,2,8,5,1
11268,ES30,0,23879.8,23879.8,4,TRUE,1,3,1,5,6,1
11269,ES30,1,16162.142857142857,33940.5,2,FALSE,4,4,2,3,1,2
11270,ES30,0,23686.23809523809,49741.1,4,FALSE,4,4,2,5,4,1
11272,ES30,0,16342.56,32685.12,2,TRUE,3,4,1,3,4,3
11273,ES30,1,22969,34453.5,3,FALSE,2,4,2,5,4,2
11274,ES30,0,21649.666666666668,32474.5,3,TRUE,2,4,1,4,2,1
11275,ES30,0,23570.1,23570.1,4,FALSE,1,4,2,3,4,2
11276,ES30,1,5689.25,11378.5,1,FALSE,3,4,1,4,2,2
11277,ES30,0,8894.45,17788.9,1,FALSE,3,4,1,5,5,1
11278,ES30,0,21015.5,42031,3,FALSE,3,4,2,5,5,1
11280,ES30,0,27232.08,40848.12,4,TRUE,2,4,2,6,5,1
11281,ES30,0,21665.133333333335,32497.7,3,TRUE,2,4,4,4,3,2
11282,ES30,0,37946.56,94866.4,5,TRUE,4,4,1,4,4,1
11283,ES30,0,24457.13333333333,36685.7,4,FALSE,2,4,2,5,4,1
11284,ES30,0,25402.466666666664,38103.7,4,FALSE,2,4,2,7,4,1
11286,ES30,0,15421.800000000001,23132.7,2,TRUE,2,4,1,5,5,1
11287,ES30,0,33376.69565217391,76766.4,5,FALSE,4,4,2,5,5,1
11288,ES30,0,60260.380952380954,126546.8,5,FALSE,4,4,2,6,5,1
11289,ES30,0,38970.200000000004,58455.3,5,FALSE,2,4,3,5,5,1
11290,ES30,0,33598,33598,5,FALSE,1,4,2,5,4,1
11291,ES30,0,55497,99894.6,5,FALSE,3,3,3,5,5,1
11292,ES30,0,13890.346666666666,20835.52,2,TRUE,2,4,1,5,4,1
11293,ES30,0,19284.226666666666,28926.34,3,TRUE,2,4,1,4,5,1
11294,ES30,0,26084.666666666668,39127,4,TRUE,2,4,1,5,5,1
11295,ES30,0,16092.88,24139.32,2,FALSE,2,4,2,5,4,1
11296,ES30,NA,13771.6875,22034.7,NA,FALSE,3,4,2,5,3,1
11297,ES30,0,29466.600000000002,44199.9,4,TRUE,2,4,1,6,4,1
11299,ES30,0,14088.279999999999,35220.7,2,FALSE,4,4,1,5,3,1
11302,ES30,0,24103.555555555555,43386.4,4,FALSE,3,4,2,3,4,1
11304,ES30,0,34808.53333333333,52212.8,5,FALSE,2,4,2,4,6,1
11305,ES30,NA,29757.013333333332,44635.52,NA,FALSE,2,4,2,4,3,2
11306,ES30,0,36005.86666666667,54008.8,5,FALSE,2,3,2,3,6,1
11308,ES30,0,26727.111111111113,48108.8,4,FALSE,3,4,2,5,5,1
11309,ES30,0,27160.708333333332,65185.7,4,FALSE,5,3,2,5,4,1
11310,ES30,0,18071.4,18071.4,3,FALSE,1,4,4,3,3,2
11311,ES30,0,16996.952380952378,35693.6,2,FALSE,4,4,2,3,5,3
11312,ES30,0,16870.5,33741,2,FALSE,3,4,2,3,2,3
11313,ES30,NA,42300.86666666667,63451.3,NA,TRUE,2,4,1,6,6,1
11315,ES30,0,9125.52,9125.52,1,TRUE,1,4,1,5,3,1
11317,ES30,1,14707.3,14707.3,2,FALSE,1,3,3,4,2,2
11318,ES30,0,14678.1,14678.1,2,FALSE,1,3,1,5,5,1
11320,ES30,NA,84732.00952380952,177937.22,NA,FALSE,4,4,2,4,4,3
11322,ES30,0,66437.14285714286,139518,5,FALSE,4,4,1,5,4,1
11323,ES30,0,32359.611111111113,58247.3,4,FALSE,3,4,1,3,6,1
11324,ES30,0,34261.56,85653.9,5,FALSE,4,4,1,4,5,1
11325,ES30,0,23264.2,34896.3,3,TRUE,2,4,1,5,5,1
11326,ES30,0,33717.4,50576.1,5,FALSE,2,4,2,4,4,1
11327,ES30,0,26520.885714285712,55693.86,4,FALSE,4,4,2,5,4,1
11329,ES30,0,19137.92,19137.92,3,TRUE,1,4,2,4,4,1
11330,ES30,1,25179.5,25179.5,4,FALSE,1,4,2,4,1,2
11333,ES30,1,9174.23076923077,11926.5,1,FALSE,2,4,3,4,2,1
11334,ES30,NA,150058.93333333332,225088.4,NA,FALSE,2,4,1,5,5,1
11335,ES30,0,50502.86666666667,75754.3,5,TRUE,2,4,1,6,4,3
11336,ES30,0,34453.05,68906.1,5,FALSE,3,4,1,6,5,1
11337,ES30,0,20653.05,41306.1,3,TRUE,3,4,1,6,3,1
11338,ES30,0,45371,90742,5,FALSE,3,4,1,5,5,1
11339,ES30,1,23053.86666666667,34580.8,3,FALSE,2,4,2,4,5,1
11340,ES30,0,26856.5,26856.5,4,FALSE,1,4,1,6,5,1
11342,ES30,1,22553.117647058825,76680.6,3,FALSE,7,2,2,5,4,1
11343,ES30,1,12277,18415.5,2,FALSE,2,4,2,6,1,2
11344,ES30,0,28790.066666666666,60459.14,4,FALSE,4,2,2,5,5,1
11345,ES30,1,13140.142857142857,27594.3,2,FALSE,4,2,4,6,3,1
11346,ES30,1,10313.84,25784.6,1,FALSE,4,3,4,6,3,2
11349,ES30,1,10034.693333333335,15052.04,1,FALSE,2,4,5,5,3,2
11350,ES30,0,36000.88888888889,64801.6,5,FALSE,3,4,1,4,3,1
11351,ES30,0,19705,35469,3,FALSE,3,4,2,5,3,1
11352,ES30,0,15422.208333333336,37013.3,2,FALSE,5,4,3,2,3,1
11353,ES30,0,40664.17241379311,117926.1,5,FALSE,6,2,2,7,6,1
11354,ES30,0,28212.04761904762,59245.3,4,FALSE,4,4,2,5,3,1
11355,ES30,0,26427.13043478261,60782.4,4,FALSE,4,3,2,5,4,1
11356,ES30,1,54568.1,54568.1,5,TRUE,1,4,1,5,3,2
11358,ES30,0,66781.44666666667,100172.17,5,TRUE,2,4,1,6,5,1
11359,ES30,0,26790.11111111111,48222.2,4,FALSE,3,4,2,5,4,1
11360,ES30,1,18825.04,47062.6,3,FALSE,4,4,1,4,1,1
11361,ES30,0,19479.9,38959.8,3,FALSE,3,4,1,5,3,1
11362,ES30,1,23568,23568,3,FALSE,1,4,2,3,1,2
11363,ES30,0,27877.333333333332,58542.4,4,FALSE,4,4,2,6,4,1
11364,ES30,0,78519.09999999999,117778.65,5,TRUE,2,4,1,7,5,1
11365,ES30,0,64849.55,129699.1,5,TRUE,3,3,1,6,5,1
11367,ES30,0,27656.8,41485.2,4,FALSE,2,4,5,5,4,1
11368,ES30,0,33043.6,66087.2,5,TRUE,3,4,1,7,5,1
11369,ES30,0,31138.2,31138.2,4,TRUE,1,4,1,7,5,1
11371,ES30,0,11543.826086956522,26550.8,1,FALSE,4,2,1,6,6,1
11372,ES30,0,5003.861538461539,6505.02,1,FALSE,2,4,3,5,2,2
11374,ES30,0,21068.8,31603.2,3,TRUE,2,2,2,6,5,1
11375,ES30,1,18136.44,45341.1,3,TRUE,4,1,1,5,4,1
11377,ES30,1,5632.3,5632.3,1,FALSE,1,3,2,6,1,2
11378,ES30,0,34917.72,87294.3,5,FALSE,4,1,1,5,5,1
11379,ES30,1,3711.4375,5938.3,1,FALSE,3,3,4,5,1,2
11380,ES30,0,19092.8,38185.6,3,TRUE,3,3,1,4,5,1
11382,ES30,NA,13975.733333333332,20963.6,NA,FALSE,2,3,2,3,4,1
11384,ES30,0,17480.1,17480.1,3,TRUE,1,3,4,5,5,1
11385,ES30,0,23483.85714285714,82193.5,3,TRUE,6,2,1,6,5,2
11387,ES30,0,9284.95,18569.9,1,TRUE,3,4,1,5,4,1
11388,ES30,0,51113.6,76670.4,5,FALSE,2,4,1,5,5,1
11389,ES30,0,8206.564,20516.41,1,FALSE,4,4,3,6,4,1
11392,ES30,0,21170.906666666666,31756.36,3,FALSE,2,4,3,5,1,1
11393,ES30,1,21714.53888888889,39086.17,3,FALSE,3,2,2,5,3,3
11394,ES30,0,32843.066666666666,49264.6,5,FALSE,2,1,2,7,4,1
11395,ES30,0,25992.333333333332,54583.9,4,FALSE,4,2,2,7,5,1
11396,ES30,0,25718.714285714286,54009.3,4,FALSE,4,2,2,3,3,1
11398,ES30,0,53188.380952380954,111695.6,5,FALSE,4,1,2,7,4,1
11399,ES30,0,35661.38095238095,74888.9,5,FALSE,4,2,2,5,5,1
11400,ES30,1,24373.33,48746.66,4,FALSE,3,3,2,5,1,2
11401,ES30,NA,10486.965217391305,24120.02,NA,FALSE,4,4,1,5,2,2
11402,ES30,0,9252.3,9252.3,1,FALSE,1,3,1,4,1,2
11403,ES30,0,22184.7,44369.4,3,FALSE,3,3,1,4,5,1
11405,ES30,0,19797.5,19797.5,3,TRUE,1,3,1,5,3,2
11406,ES30,0,8410.1,8410.1,1,FALSE,1,3,1,5,5,1
11407,ES30,0,25819.555555555555,46475.2,4,FALSE,3,3,2,4,3,3
11409,ES30,0,23077,23077,3,FALSE,1,4,1,4,5,1
11411,ES30,0,50980.73333333334,76471.1,5,FALSE,2,4,3,6,6,1
11412,ES30,NA,23026,48354.6,NA,FALSE,4,3,2,4,4,2
11414,ES30,0,30562.04347826087,70292.7,4,FALSE,4,3,2,7,4,1
11415,ES30,0,11421,17131.5,1,FALSE,2,1,1,5,5,1
11416,ES30,0,7394.466666666667,11091.7,1,FALSE,2,2,5,3,2,2
11417,ES30,0,14393.6,35984,2,FALSE,4,3,3,6,1,1
11418,ES30,0,12603.15,25206.3,2,FALSE,3,3,1,3,2,3
11419,ES30,0,12854.4,32136,2,FALSE,4,2,1,6,4,1
11420,ES30,0,17827.733333333334,53483.2,3,FALSE,5,2,2,6,4,2
11421,ES30,0,28582.96,71457.4,4,FALSE,4,1,1,6,5,1
11422,ES30,0,16833.7,16833.7,2,TRUE,1,3,1,5,5,2
11423,ES30,0,40333.913043478264,92768,5,FALSE,4,2,2,6,4,1
11424,ES30,0,28513.5,28513.5,4,FALSE,1,3,1,5,6,1
11425,ES30,0,17309.877777777776,31157.78,3,FALSE,3,4,5,5,5,1
11426,ES30,NA,18198.7,18198.7,NA,TRUE,1,4,3,5,3,1
11427,ES30,1,9215.608695652176,21195.9,1,FALSE,4,4,4,4,2,2
11428,ES30,0,27895.788,69739.47,4,FALSE,4,1,1,7,3,2
11431,ES30,0,36100.61538461538,93861.6,5,FALSE,5,2,2,3,4,1
11433,ES30,0,3138.895,6277.79,1,FALSE,3,1,2,8,4,1
11434,ES30,1,10509.944444444445,18917.9,1,FALSE,3,1,5,5,4,2
11435,ES30,0,11806.6,17709.9,2,TRUE,2,2,1,5,2,1
11437,ES30,0,50036.90476190476,105077.5,5,FALSE,4,1,2,6,4,1
11438,ES30,0,23179.5,23179.5,3,FALSE,1,2,5,5,3,1
11439,ES30,1,7540.5,15081,1,FALSE,3,2,3,4,2,2
11440,ES30,0,7523.8,11285.7,1,TRUE,2,1,1,8,5,1
11441,ES30,0,13383.62,13383.62,2,FALSE,1,1,1,4,4,1
11443,ES30,0,11480.4,11480.4,1,FALSE,1,2,5,6,4,3
11903,ES30,0,79363,119044.5,5,FALSE,2,4,2,5,5,1
12494,ES30,NA,5561.066666666667,8341.6,NA,FALSE,2,4,1,5,3,2
13292,ES30,1,1251.3333333333333,1877,1,FALSE,2,4,3,3,2,2
19269,ES30,NA,19604.333333333332,41169.1,NA,FALSE,4,4,1,5,3,1
19270,ES30,0,23060.600000000002,34590.9,3,FALSE,2,4,1,5,3,1
19271,ES30,0,33162.166666666664,59691.9,5,FALSE,3,4,1,5,5,1
19273,ES30,0,15533.3,15533.3,2,TRUE,1,4,1,3,5,1
19274,ES30,0,11986.5,21575.7,2,FALSE,3,4,2,5,4,1
19275,ES30,1,16561.65,33123.3,2,FALSE,3,4,3,3,1,2
19276,ES30,0,6962.433333333333,10443.65,1,FALSE,2,4,1,4,2,2
19277,ES30,0,36080.6,54120.9,5,TRUE,2,4,5,4,5,1
19278,ES30,0,15890.065,31780.13,2,TRUE,3,4,1,4,3,1
19279,ES30,0,21019.6,21019.6,3,FALSE,1,4,2,5,4,1
19280,ES30,0,25778.666666666664,46401.6,4,FALSE,3,3,2,5,5,1
19281,ES30,NA,14220.800000000001,21331.2,NA,TRUE,2,4,1,2,3,1
19282,ES30,1,10868.1,10868.1,1,FALSE,1,3,3,5,1,2
19284,ES30,0,13431.266666666668,20146.9,2,TRUE,2,4,1,6,5,1
19285,ES30,0,17939.285714285714,37672.5,3,FALSE,4,4,2,8,4,1
19289,ES30,0,28927.466666666664,43391.2,4,TRUE,2,3,1,8,5,1
19293,ES30,0,2978.226666666667,4467.34,1,TRUE,2,3,1,5,4,1
19294,ES30,0,22087.399999999998,33131.1,3,TRUE,2,4,1,5,3,1
19295,ES30,0,13235.71,26471.42,2,TRUE,3,4,1,5,4,1
19296,ES30,NA,19587.666666666668,29381.5,NA,FALSE,2,4,3,5,4,1
19298,ES30,0,14722.866666666667,22084.3,2,TRUE,2,4,1,5,4,1
19299,ES30,1,4623.3,4623.3,1,FALSE,1,4,1,3,1,2
19302,ES30,1,13148.52,32871.3,2,FALSE,4,4,2,5,2,2
19303,ES30,0,24122.722222222223,43420.9,4,FALSE,3,4,2,5,2,2
19305,ES30,0,12097.05,24194.1,2,FALSE,3,4,2,5,3,2
19306,ES30,1,6954.265384615384,18081.09,1,FALSE,5,4,3,1,4,2
19308,ES30,1,12345.666666666666,18518.5,2,FALSE,2,4,3,5,3,1
19309,ES30,0,13357.5,26715,2,TRUE,3,4,1,5,2,1
19310,ES30,0,17349,26023.5,3,TRUE,2,4,1,5,3,2
19316,ES30,0,22246.533333333336,33369.8,3,FALSE,2,4,2,5,4,1
19318,ES30,0,31695.35,63390.7,4,FALSE,3,4,2,5,4,1
19319,ES30,0,16164.4,24246.6,2,TRUE,2,1,1,3,4,1
19321,ES30,NA,21194.461538461535,55105.6,NA,FALSE,5,3,2,5,5,1
19323,ES30,0,21777.45,43554.9,3,FALSE,3,4,1,5,5,1
19324,ES30,0,13771.055555555557,24787.9,2,FALSE,3,4,2,4,3,1
19325,ES30,0,32790.132,81975.33,5,TRUE,4,1,1,5,5,1
19326,ES30,0,20544.95,41089.9,3,FALSE,3,3,1,5,5,1
19328,ES30,0,22411.399999999998,33617.1,3,FALSE,2,4,3,5,5,1
19329,ES30,0,29373.933333333334,44060.9,4,TRUE,2,4,1,5,5,1
19330,ES30,0,59686.3,59686.3,5,FALSE,1,4,1,4,5,1
19332,ES30,NA,26006.7,26006.7,NA,FALSE,1,4,1,3,5,1
19333,ES30,0,14946.708333333334,35872.1,2,FALSE,5,3,3,5,2,2
19334,ES30,0,27136.440000000002,67841.1,4,FALSE,4,4,1,5,5,1
19335,ES30,0,28009.023999999998,70022.56,4,FALSE,4,4,2,5,4,2
19336,ES30,NA,8159.466666666667,12239.2,NA,TRUE,2,3,1,5,2,2
19339,ES30,0,26998.933333333334,40498.4,4,FALSE,2,4,2,5,4,2
19340,ES30,0,19631.05,39262.1,3,FALSE,3,4,1,2,4,2
19343,ES30,1,8843.9,8843.9,1,TRUE,1,4,1,5,3,1
19344,ES30,0,10112.800000000001,15169.2,1,TRUE,2,4,1,5,1,2
19345,ES30,1,18131.89,18131.89,3,TRUE,1,4,2,5,1,2
19348,ES30,0,9012,13518,1,TRUE,2,4,1,4,4,2
19349,ES30,0,29011.61333333333,43517.42,4,TRUE,2,4,1,4,5,1
19350,ES30,0,4099.076923076923,5328.8,1,FALSE,2,4,3,5,3,1
19351,ES30,0,26670.21,53340.42,4,FALSE,3,4,1,4,4,1
19353,ES30,0,16844.835,33689.67,2,FALSE,3,4,1,5,3,1
19355,ES30,0,20737.8,20737.8,3,FALSE,1,4,2,5,2,2
19356,ES30,0,23325.6,23325.6,3,TRUE,1,4,1,7,5,1
19358,ES30,1,12975.5,25951,2,FALSE,3,3,1,3,2,2
19360,ES30,0,9784.341666666667,23482.42,1,FALSE,5,4,2,5,4,2
19361,ES30,0,14722.133333333333,22083.2,2,TRUE,2,4,1,5,3,2
19363,ES30,0,16635,24952.5,2,TRUE,2,4,1,5,5,1
19364,ES30,0,7919.266666666666,11878.9,1,FALSE,2,4,1,5,4,1
19365,ES30,0,5851.533333333333,17554.6,1,FALSE,5,2,1,8,4,1
19366,ES30,NA,24207.76923076923,31470.1,NA,FALSE,2,3,2,3,4,3
19367,ES30,0,6693.913043478261,15396,1,FALSE,4,2,1,5,3,3
19369,ES30,NA,17577.2,17577.2,NA,TRUE,1,3,1,4,2,1
19371,ES30,0,27692.600000000002,41538.9,4,FALSE,2,2,3,3,4,2
19373,ES30,0,8102.466666666667,12153.7,1,FALSE,2,3,3,2,1,2
19374,ES30,0,14476.1,28952.2,2,FALSE,3,2,2,5,3,2
19375,ES30,0,5900.1,5900.1,1,TRUE,1,3,3,2,3,2
19378,ES30,1,6637.733333333334,9956.6,1,TRUE,2,4,1,5,4,1
19381,ES30,0,16933.142857142855,35559.6,2,FALSE,4,4,1,4,5,1
19383,ES30,1,10973.25,21946.5,1,TRUE,3,3,1,5,3,1
19384,ES30,1,13853,20779.5,2,TRUE,2,4,1,5,3,2
19385,ES30,1,10156,18280.8,1,FALSE,3,4,2,5,2,2
19388,ES30,1,7928.6466666666665,11892.97,1,FALSE,2,4,2,4,2,2
19390,ES30,0,7535.546666666666,11303.32,1,TRUE,2,4,1,3,2,1
19392,ES30,0,15394.8,15394.8,2,FALSE,1,4,1,5,4,1
19393,ES30,0,24273.666666666668,36410.5,4,FALSE,2,4,3,4,3,2
19394,ES30,0,13074.6,13074.6,2,TRUE,1,4,1,5,5,1
19397,ES30,0,1108.44,1108.44,1,FALSE,1,4,1,2,3,2
19398,ES30,0,20271.44444444444,36488.6,3,FALSE,3,4,2,5,5,1
19400,ES30,0,31028.413333333334,46542.62,4,TRUE,2,4,1,5,4,1
19402,ES30,0,18306.1,38442.81,3,FALSE,4,4,1,4,5,1
19403,ES30,0,50991.28,76486.92,5,FALSE,2,4,2,5,6,1
19404,ES30,0,31121.782608695656,71580.1,4,TRUE,4,4,2,4,2,1
19405,ES30,0,33844,33844,5,FALSE,1,4,2,4,5,1
19406,ES30,0,20297.190476190473,42624.1,3,FALSE,4,4,2,6,2,1
19407,ES30,0,27324,68310,4,FALSE,4,4,1,6,5,1
19408,ES30,0,46640,46640,5,FALSE,1,4,3,3,6,1
19409,ES30,1,8461.35,16922.7,1,FALSE,3,4,4,5,2,2
19410,ES30,1,15622.48,39056.2,2,TRUE,4,4,1,9,3,1
19411,ES30,0,33651.2,33651.2,5,FALSE,1,4,1,6,6,1
19413,ES30,0,31607.72,31607.72,4,FALSE,1,4,2,3,4,1
19416,ES30,0,93005.8,93005.8,5,FALSE,1,4,2,3,5,1
19418,ES30,0,20653.466666666667,30980.2,3,TRUE,2,4,1,3,4,1
19419,ES30,0,4920.7,4920.7,1,TRUE,1,4,1,3,5,1
19420,ES30,0,12308.1,12308.1,2,TRUE,1,4,1,1,5,1
19421,ES30,0,17676.166666666664,31817.1,3,FALSE,3,4,1,2,5,1
19423,ES30,1,6499.105,12998.21,1,FALSE,3,4,4,3,1,1
19424,ES30,0,30812.7,30812.7,4,TRUE,1,4,1,4,2,1
19425,ES30,1,2508.96,3763.44,1,FALSE,2,4,2,5,3,3
19428,ES30,0,60336.8,60336.8,5,FALSE,1,4,1,4,5,1
19429,ES30,0,48290.1,48290.1,5,TRUE,1,4,1,7,6,1
19430,ES30,0,29932.233333333334,44898.35,4,TRUE,2,4,1,4,4,1
19431,ES30,NA,22289.399999999998,33434.1,NA,FALSE,2,4,4,4,4,1
19432,ES30,0,14721.642857142857,30915.45,2,FALSE,4,4,5,5,5,1
19434,ES30,0,49827.952380952374,104638.7,5,FALSE,4,4,2,5,4,1
19435,ES30,0,26010.72,65026.8,4,TRUE,4,4,1,6,5,1
19436,ES30,0,42581.75,102196.2,5,FALSE,5,4,2,5,5,1
19438,ES30,0,118522,296305,5,FALSE,4,4,1,8,5,1
19441,ES30,0,15449.977777777776,69524.9,2,FALSE,8,4,3,7,4,3
19445,ES30,1,4702.1,4702.1,1,FALSE,1,4,4,4,1,3
19447,ES30,0,27099.733333333334,40649.6,4,FALSE,2,4,3,3,4,1
19448,ES30,0,45220.36,45220.36,5,FALSE,1,4,1,4,5,1
19449,ES30,0,28409.6,28409.6,4,FALSE,1,4,3,4,4,1
19450,ES30,0,29740.159999999996,74350.4,4,FALSE,4,4,2,7,3,2
19451,ES30,0,36246.7,36246.7,5,TRUE,1,4,1,3,5,1
19452,ES30,0,37951.666666666664,68313,5,FALSE,3,4,2,3,5,3
19454,ES30,0,32372.7,32372.7,4,FALSE,1,4,2,3,3,1
19455,ES30,0,24104.97333333333,36157.46,4,FALSE,2,4,3,2,5,1
19457,ES30,0,23213.13333333333,34819.7,3,TRUE,2,4,1,5,5,1
19458,ES30,0,40580.86666666667,60871.3,5,TRUE,2,4,1,6,5,1
19459,ES30,0,23190.28,23190.28,3,TRUE,1,4,2,5,5,1
19460,ES30,0,4955.5,4955.5,1,TRUE,1,4,1,4,3,1
19461,ES30,1,13678.6875,21885.9,2,FALSE,3,4,3,5,2,2
19462,ES30,0,33321.6,33321.6,5,FALSE,1,4,2,4,6,1
19463,ES30,0,27714.095238095237,58199.6,4,FALSE,4,4,3,3,4,1
19464,ES30,0,34310.2,34310.2,5,TRUE,1,4,3,5,4,1
19465,ES30,0,26631.7,26631.7,4,FALSE,1,4,1,6,5,1
19466,ES30,0,36844.668,92111.67,5,FALSE,4,4,2,5,5,1
19467,ES30,0,54712.230769230766,71125.9,5,FALSE,2,4,2,4,6,1
19468,ES30,0,35634.666666666664,74832.8,5,FALSE,4,4,1,5,6,1
19469,ES30,NA,16255.777777777777,29260.4,NA,FALSE,3,4,3,5,3,2
19470,ES30,0,26189.5,52379,4,FALSE,3,4,1,5,4,1
19473,ES30,1,1690.7777777777778,3043.4,1,FALSE,3,3,3,4,1,2
19474,ES30,0,16392.92,16392.92,2,FALSE,1,3,2,5,3,1
19481,ES30,1,4436.32,11090.8,1,TRUE,4,3,3,3,1,2
19482,ES30,0,25701.153846153844,33411.5,4,FALSE,2,4,3,4,4,1
19483,ES30,1,9003.3,9003.3,1,TRUE,1,3,1,2,3,2
19484,ES30,1,18157.133333333335,27235.7,3,FALSE,2,3,1,2,3,2
19485,ES30,0,31159.2,46738.8,4,FALSE,2,4,1,4,6,1
19486,ES30,0,44051.86666666667,66077.8,5,TRUE,2,4,1,5,4,1
19487,ES30,0,37022.9,74045.8,5,TRUE,3,4,1,6,5,1
19488,ES30,0,34333.46666666667,51500.2,5,TRUE,2,4,1,6,4,1
19491,ES30,0,28077.95,56155.9,4,TRUE,3,4,1,10,6,1
19492,ES30,0,48145.54666666667,72218.32,5,TRUE,2,4,1,6,6,1
19493,ES30,0,39115.88461538462,101701.3,5,TRUE,5,4,2,4,4,1
19494,ES30,0,58952,88428,5,FALSE,2,4,1,6,5,1
19495,ES30,NA,42082.86666666667,63124.3,NA,TRUE,2,4,1,5,5,1
19496,ES30,0,29631.62,29631.62,4,TRUE,1,4,1,4,5,1
19497,ES30,NA,37579.6,37579.6,NA,FALSE,1,4,3,3,4,1
19499,ES30,0,36778.33,36778.33,5,TRUE,1,4,1,3,6,1
19500,ES30,1,-172.5,-172.5,1,TRUE,1,4,1,5,3,2
19502,ES30,0,13460.279999999999,33650.7,2,FALSE,4,4,3,3,5,1
19507,ES30,0,45380.857142857145,95299.8,5,FALSE,4,4,4,5,6,1
19508,ES30,NA,15718.7,15718.7,NA,FALSE,1,4,1,3,4,3
19509,ES30,0,11228.5,11228.5,1,TRUE,1,2,1,5,5,2
19510,ES30,0,36686.066666666666,55029.1,5,FALSE,2,2,2,6,5,1
19511,ES30,1,37883.7,75767.4,5,FALSE,3,2,1,5,3,2
19513,ES30,NA,14649.6,14649.6,NA,TRUE,1,1,1,6,4,1
19516,ES30,0,44973.83333333333,80952.9,5,FALSE,3,2,2,6,6,1
19517,ES30,0,10792.77,10792.77,1,TRUE,1,2,1,4,4,3
19519,ES30,0,2063.68,2063.68,1,TRUE,1,2,1,5,4,1
19520,ES30,0,14719.45,29438.9,2,FALSE,3,2,3,6,4,1
19521,ES30,0,12111,12111,2,FALSE,1,4,3,5,3,2
19522,ES30,0,27730.846153846152,36050.1,4,FALSE,2,4,2,5,5,1
19523,ES30,0,23393.733333333334,35090.6,3,FALSE,2,4,4,5,3,3
19524,ES30,0,9896.066666666668,14844.1,1,FALSE,2,4,2,4,3,1
19525,ES30,0,29614.600000000002,44421.9,4,FALSE,2,4,1,4,3,3
19526,ES30,0,29057.01,58114.02,4,TRUE,3,4,1,5,5,1
19527,ES30,0,52455.52,78683.28,5,FALSE,2,4,3,6,3,1
19528,ES30,1,14383.7,14383.7,2,TRUE,1,4,1,4,5,1
19529,ES30,0,21579.04,53947.6,3,FALSE,4,4,3,4,1,1
19532,ES30,0,25756.066666666666,38634.1,4,TRUE,2,4,5,4,4,1
19533,ES30,NA,9289.513333333334,13934.27,NA,TRUE,2,1,1,3,3,1
19534,ES30,0,34474,51711,5,TRUE,2,1,2,6,4,1
19535,ES30,0,30135.2,45202.8,4,TRUE,2,4,1,6,5,1
19536,ES30,NA,27356.7,27356.7,NA,TRUE,1,4,1,6,5,1
19537,ES30,0,27784.85,55569.7,4,TRUE,3,4,1,6,4,3
19538,ES30,0,28442.142857142855,59728.5,4,FALSE,4,4,3,6,3,1
19540,ES30,NA,8903.7,8903.7,NA,TRUE,1,4,1,5,4,1
19541,ES30,0,36650.666666666664,54976,5,FALSE,2,4,1,6,5,1
19542,ES30,0,35113.51,70227.02,5,TRUE,3,3,1,5,4,1
19543,ES30,0,16606.44,41516.1,2,FALSE,4,4,1,6,5,1
19544,ES30,0,15375.15,30750.3,2,TRUE,3,4,1,6,3,1
19545,ES30,0,38212.5,38212.5,5,FALSE,1,4,1,4,3,2
19546,ES30,0,12495.25,24990.5,2,FALSE,3,4,2,3,2,1
19548,ES30,0,50542.08,50542.08,5,TRUE,1,2,1,10,5,1
19549,ES30,0,45659.73333333334,136979.2,5,FALSE,5,2,5,8,5,1
19551,ES30,0,38253.933333333334,57380.9,5,FALSE,2,4,4,4,4,1
19552,ES30,0,21877.8,21877.8,3,FALSE,1,4,1,5,5,1
19554,ES30,0,49520.45,99040.9,5,FALSE,3,2,1,7,5,1
19555,ES30,0,32014.235,64028.47,4,TRUE,3,2,1,9,5,1
19556,ES30,0,15776.9,15776.9,2,FALSE,1,4,1,5,4,1
19557,ES30,0,16811.956521739132,38667.5,2,FALSE,4,4,2,5,4,1
19558,ES30,0,26028.6,26028.6,4,FALSE,1,4,5,5,3,1
19559,ES30,0,25819.533333333336,38729.3,4,FALSE,2,4,2,4,5,1
19560,ES30,0,14500.086956521738,33350.2,2,FALSE,4,4,3,4,5,1
19562,ES30,1,23853.692307692305,31009.8,4,FALSE,2,4,2,3,2,2
19563,ES30,0,14616.380952380952,30694.4,2,FALSE,4,4,3,4,3,1
19564,ES30,1,10315.266666666666,15472.9,1,TRUE,2,4,2,2,1,2
19565,ES30,1,9079.538461538461,23606.8,1,FALSE,5,4,1,5,2,2
19567,ES30,1,5590.326086956522,12857.75,1,TRUE,4,4,3,2,2,3
19569,ES30,0,20677.6,20677.6,3,TRUE,1,4,1,3,4,1
